Time,Ue,Ui1,Ui2,V1,V2,W12
0.25,9.449898887817675,18.7757986361861,34.3518142976142,9.325899748368423,24.90191540979652,-15.576015661428098
0.2984375,9.280237525401924,18.483335830703723,33.30831843353227,9.206329294343552,24.028081119235335,-14.821714274537712
0.34687500000000004,9.09089572834881,18.17516701037831,32.28579051922256,9.09069168077959,23.19489504852306,-14.104083120767228
0.39531250000000007,8.881647625247782,17.850938323364332,31.28184965715793,8.978607173600883,22.400202126190823,-13.421423607185517
0.4437500000000001,8.653168350148034,17.511038029749454,30.295102578183148,8.869730652539877,21.641934249712246,-12.772051940172569
0.4921875000000001,8.406237473835233,17.155856433826916,29.32437035251526,8.763735319768944,20.91813288506563,-12.154346749087559
0.5406250000000001,8.141638773980652,16.78585194228042,28.36858239596553,8.66031437241362,20.22694361988962,-11.566759507477292
0.5890625000000002,7.860192642522177,16.401537901999244,27.42680376910669,8.559182138888138,19.566611131721654,-11.007814948163842
0.6375000000000002,7.56275035481596,16.00348024624859,26.49822468974335,8.460074246036687,18.935474342868268,-10.47610887894943
0.6859375000000002,7.250190367930848,15.592294837247715,25.582152341702702,8.362747276036865,18.331961979966362,-9.970305253270775
0.7343750000000002,6.923416637023224,15.168644496435293,24.678005061186962,8.26697817884434,17.754588427652763,-9.489133132809021
0.7828125000000002,6.583356024182203,14.733236231693603,23.785305804726985,8.17256357512369,17.201949782663537,-9.031383654925488
0.8312500000000003,6.230956108416626,14.286817851230763,22.90367615915322,8.079319033042696,16.672720052065813,-8.595907087806506
0.8796875000000003,5.867182914093209,13.830174937472252,22.0328304355827,7.987078335878382,16.16564752244923,-8.181610013258394
0.9281250000000003,5.493018467389592,13.364127512643263,21.17256973676878,7.895692749902057,15.679551271164085,-7.7874526123085
0.9765625000000003,5.109458582067895,12.889527267748441,20.322776409922916,7.805030314352524,15.213317829168169,-7.412446094395872
1.0250000000000004,4.717510245116692,12.40725401519098,19.483408214606232,7.714975134618023,14.765897971131325,-7.055650218272617
1.0734375000000003,4.318189508488884,11.918212895123705,18.654493163251285,7.62542669430993,14.336303655966619,-6.716170959192544
1.1218750000000002,3.912518632045582,11.423331042337667,17.836123697668008,7.53629917693541,13.923605068307472,-6.393158252597985
1.1703125,3.5015241965673343,10.923554329281703,17.02845200126744,7.447520789782843,13.526927807353912,-6.085803872204372
1.21875,3.0862350562319905,10.419844511700637,16.23168526150782,7.359033102869539,13.145450204449629,-5.793339393496586
1.2671875,2.6676787655027696,9.91317658245339,15.446079474609126,7.270790417302397,12.77840070833023,-5.515034251479343
1.3156249999999998,2.2468800900966697,9.404534530704069,14.671935490145176,7.182759097998053,12.42505540241294,-5.250193901657789
1.3640624999999997,1.824858641405169,8.894909204221799,13.909594252629015,7.094916947442339,12.084735613158504,-4.998158060992979
1.4124999999999996,1.402626252461341,8.385295307742709,13.159431876450281,7.007252583462091,11.756805622444887,-4.758299036799432
1.4609374999999996,0.981184842328908,7.876688476008572,12.421855300224104,6.919764826866037,11.440670456239658,-4.530020127742108
1.5093749999999995,0.5615245684254551,7.370082028751447,11.697298354974402,6.8324620874658635,11.135773787414838,-4.312754102048898
1.5578124999999994,0.14462104963740005,6.866464751756249,10.986216945855245,6.745361769419714,10.841595896710935,-4.10596176594087
1.6062499999999993,-0.2685663244480232,6.366817733563336,10.289085397788105,6.65848967865714,10.557651720677814,-3.9091305836901364
1.6546874999999992,-0.677096687858496,5.872111746275941,9.606392293408867,6.571879435774307,10.283488980396845,-3.7217733587043416
1.7031249999999991,-1.0800494228821425,5.383304687487572,8.938636955432285,6.485571906864911,10.018686378348763,-3.5434269982793984
