Time,Ue,Ui,V
0.25,8.981813117105304,25.606532542561098,16.62471942545579
0.7321428571428572,16.0892320124251,26.639414385746353,10.550182411592717
1.2142857142857144,20.451414150439696,27.61702333802918,7.165609075621868
1.6964285714285716,21.264135707732855,26.58565337692697,5.321517633767957
2.178571428571429,18.40108698041277,22.87575718133205,4.474670198002053
2.660714285714286,12.524833578925533,16.84911740087892,4.324283828588773
3.1428571428571432,4.969080540098295,9.614782294225426,4.645701751228317
3.6250000000000004,-2.552741321170409,2.673922957958615,5.226664271327887
4.107142857142858,-8.333906645837276,-2.475499308333973,5.858407315811106
4.589285714285714,-11.062547867409158,-4.708446406097567,6.354101424989793
5.071428571428571,-10.120897721557466,-3.5446266029976847,6.57627107957712
5.553571428571428,-5.726563598734372,0.7334891155626411,6.460052693393675
6.035714285714285,1.1166675710022698,7.140242501594006,6.0235749033291714
6.5178571428571415,8.847358421187918,14.208727560632918,5.361369138430019
6.999999999999998,15.702183772913827,20.323604984215706,4.621421223063737
