Time,Ue,Ui,V
0.25,8.981813117105306,25.606532542561098,16.62471942545579
0.3705357142857143,10.853157200465644,25.992671239661384,15.139513923318738
0.4910714285714286,12.633925796074209,26.443405845679884,13.809480045658997
0.6116071428571429,14.299617208990755,26.916520390843715,12.616903176945101
0.7321428571428572,15.827147825336022,27.373832829951716,11.546685012157676
0.8526785714285715,17.19522638182928,27.78120104281398,10.585974659972736
0.9732142857142858,18.384697880087824,28.10854366346242,9.723845779210802
1.09375,19.3788552919061,28.329867562786962,8.951012268224236
1.2142857142857142,20.16370770947881,28.423284868019323,8.259577159187405
1.3348214285714284,20.728205289255758,28.37101611178694,7.642810826090945
1.4553571428571426,21.06441728674422,28.15937245368483,7.0949551725262054
1.5758928571428568,21.167662264979654,27.778713338037953,6.61105107924557
1.696428571428571,21.03658817917004,27.223374933608195,6.186786760727978
1.8169642857142851,20.673202202801477,26.491567211262065,5.818365014563476
1.9374999999999993,20.08284991098163,25.585237562147167,5.502387655363986
2.0580357142857135,19.2741445795148,24.509900197592682,5.23575562200627
2.178571428571428,18.25884774136511,23.274431225425477,5.015583487762566
2.2991071428571423,17.05170310252026,21.89083028359381,4.839127184586037
2.4196428571428568,15.670226288196229,20.373950213383928,4.7037239285438694
2.540178571428571,14.134453669980953,18.741197066357135,4.606743400557453
2.6607142857142856,12.466654000332467,17.012203322275607,4.545549325572686
2.78125,10.691007228024903,15.208477836212577,4.51747061092143
2.9017857142857144,8.833255134839858,13.353036426431272,4.519781292402604
3.022321428571429,6.9203289871083555,11.470017513877965,4.5496885256152515
3.1428571428571432,4.97995969187143,9.584287574354017,4.604327884240129
3.2633928571428577,3.0402760361709333,7.72104127324286,4.680765239704938
3.383928571428572,1.1293972810494113,5.905401823337151,4.7760045441975505
3.5044642857142865,-0.7249747522925674,4.162025948782723,4.887000697388359
3.625000000000001,-2.4959572111845096,2.5147197027854915,5.010676913925991
3.7455357142857153,-4.157876141108953,0.9860696328016973,5.143945775008126
3.8660714285714297,-5.6866389107595365,-0.402905595343622,5.283733316874821
3.986607142857144,-7.060083743333261,-1.633078322344286,5.427005423314605
4.1071428571428585,-8.25830128651307,-2.6875054539505587,5.570795836211248
4.227678571428573,-9.263923505010037,-3.551688391119365,5.712235117947516
4.348214285714287,-10.0623757562481,-4.21379585627522,5.848579901160601
4.468750000000002,-10.64208828179397,-4.664846478352518,5.9772418055136844
4.589285714285716,-10.994664221089664,-4.898848828585231,6.095815394871037
4.709821428571431,-11.115001475086299,-4.912896837214625,6.2021046400709325
4.830357142857145,-11.001366828862539,-4.707219480553657,6.294147350161182
4.950892857142859,-10.65542117565956,-4.285184081404804,6.3702370957302925
5.071428571428574,-10.082195488545096,-3.6532532891789304,6.428942200563885
5.191964285714288,-9.290017887249254,-2.8208964561016456,6.469121432242699
5.312500000000003,-8.290392863351864,-1.8004567839948664,6.489936080970609
5.433035714285717,-7.0978343973137195,-0.6069762186063725,6.4908581805846515
5.5535714285714315,-5.729655410018453,0.7420192749704859,6.471674686754692
5.674107142857146,-4.2057166117143945,2.226770882948464,6.432487496146626
5.79464285714286,-2.548138326551549,3.825570931608313,6.373709259327451
5.915178571428575,-0.780979575828753,5.51507542845474,6.2960550024290285
6.035714285714289,1.0701110026787064,7.270640646244962,6.200529642138247
6.1562500000000036,2.97826729817409,9.066678840755202,6.088411541060407
6.276785714285718,4.915795542065081,10.877027856205718,5.961232314766522
6.397321428571432,6.854576164099905,12.675329322678676,5.820753158775698
6.517857142857147,8.766471767069488,14.435409767721431,5.6689380017985505
6.638392857142861,10.62373541423321,16.131659306161048,5.507923891980433
6.758928571428576,12.399413246563338,17.739402219621404,5.339988972279458
6.87946428571429,14.067735595037108,19.235254142262267,5.167518545945184
7.0,15.604490887759288,20.597460569397754,4.992969679491408
